Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Lithuania,55.1694,23.8813,3/17/20,25,0,1,2020-03-17,EU,Europe
Luxembourg,49.8153,6.1296,3/17/20,140,1,0,2020-03-17,EU,Europe
Madagascar,-18.7669,46.8691,3/17/20,0,0,0,2020-03-17,AF,Africa
Malaysia,2.5,112.5,3/17/20,673,2,49,2020-03-17,AS,Asia
Maldives,3.2028,73.2207,3/17/20,13,0,0,2020-03-17,AS,Asia
Malta,35.9375,14.3754,3/17/20,38,0,2,2020-03-17,EU,Europe
Mauritania,21.0079,10.9408,3/17/20,1,0,0,2020-03-17,AF,Africa
Mauritius,-20.2,57.5,3/17/20,0,0,0,2020-03-17,AF,Africa
Mexico,23.6345,-102.5528,3/17/20,93,0,4,2020-03-17,NA,North America
Moldova,47.4116,28.3699,3/17/20,30,0,1,2020-03-17,EU,Europe
Monaco,43.7333,7.4167,3/17/20,7,0,0,2020-03-17,EU,Europe
Mongolia,46.8625,103.8467,3/17/20,5,0,0,2020-03-17,AS,Asia
Montenegro,42.5,19.3,3/17/20,2,0,0,2020-03-17,EU,Europe
Morocco,31.7917,-7.0926,3/17/20,38,2,1,2020-03-17,AF,Africa
Namibia,-22.9576,18.4904,3/17/20,2,0,0,2020-03-17,AF,Africa
Nepal,28.1667,84.25,3/17/20,1,0,1,2020-03-17,AS,Asia
Netherlands,12.5186,-70.0358,3/17/20,3,0,0,2020-03-17,EU,Europe
Netherlands,12.1696,-68.99,3/17/20,3,0,0,2020-03-17,EU,Europe
Netherlands,18.0425,-63.0548,3/17/20,0,0,0,2020-03-17,EU,Europe
Netherlands,52.1326,5.2913,3/17/20,1705,43,2,2020-03-17,EU,Europe
New Zealand,-40.9006,174.886,3/17/20,12,0,0,2020-03-17,OC,Oceania
Nicaragua,12.8654,-85.2072,3/17/20,0,0,0,2020-03-17,NA,North America
Niger,17.6078,8.0817,3/17/20,0,0,0,2020-03-17,AF,Africa
Nigeria,9.082,8.6753,3/17/20,3,0,0,2020-03-17,AF,Africa
North Macedonia,41.6086,21.7453,3/17/20,26,0,1,2020-03-17,EU,Europe
Norway,60.472,8.4689,3/17/20,1463,3,1,2020-03-17,EU,Europe
Oman,21.0,57.0,3/17/20,24,0,9,2020-03-17,AS,Asia
Pakistan,30.3753,69.3451,3/17/20,236,0,2,2020-03-17,AS,Asia
Panama,8.538,-80.7821,3/17/20,69,1,0,2020-03-17,NA,North America
Papua New Guinea,-6.315,143.9555,3/17/20,0,0,0,2020-03-17,OC,Oceania
Paraguay,-23.4425,-58.4438,3/17/20,9,0,0,2020-03-17,SA,South America
Peru,-9.19,-75.0152,3/17/20,117,0,1,2020-03-17,SA,South America
Philippines,13.0,122.0,3/17/20,187,12,5,2020-03-17,AS,Asia
Poland,51.9194,19.1451,3/17/20,238,5,13,2020-03-17,EU,Europe
Portugal,39.3999,-8.2245,3/17/20,448,1,3,2020-03-17,EU,Europe
Qatar,25.3548,51.1839,3/17/20,439,0,4,2020-03-17,AS,Asia
Romania,45.9432,24.9668,3/17/20,184,0,16,2020-03-17,EU,Europe
Russia,60.0,90.0,3/17/20,114,0,8,2020-03-17,EU,Europe
Rwanda,-1.9403,29.8739,3/17/20,7,0,0,2020-03-17,AF,Africa
Saint Lucia,13.9094,-60.9789,3/17/20,2,0,0,2020-03-17,NA,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,3/17/20,1,0,0,2020-03-17,NA,North America
San Marino,43.9424,12.4578,3/17/20,109,7,4,2020-03-17,EU,Europe
Saudi Arabia,24.0,45.0,3/17/20,171,0,6,2020-03-17,AS,Asia
Senegal,14.4974,-14.4524,3/17/20,26,0,2,2020-03-17,AF,Africa
Serbia,44.0165,21.0059,3/17/20,65,0,1,2020-03-17,EU,Europe
Seychelles,-4.6796,55.492,3/17/20,4,0,0,2020-03-17,AF,Africa
Singapore,1.2833,103.8333,3/17/20,266,0,114,2020-03-17,AS,Asia
Slovakia,48.669,19.699,3/17/20,72,0,0,2020-03-17,EU,Europe
Slovenia,46.1512,14.9955,3/17/20,275,1,0,2020-03-17,EU,Europe
Somalia,5.1521,46.1996,3/17/20,1,0,0,2020-03-17,AF,Africa
South Africa,-30.5595,22.9375,3/17/20,62,0,0,2020-03-17,AF,Africa
Spain,40.0,-4.0,3/17/20,11748,533,1028,2020-03-17,EU,Europe
Sri Lanka,7.0,81.0,3/17/20,44,0,1,2020-03-17,AS,Asia
Sudan,12.8628,30.2176,3/17/20,1,1,0,2020-03-17,AF,Africa
Suriname,3.9193,-56.0278,3/17/20,1,0,0,2020-03-17,SA,South America
Sweden,63.0,16.0,3/17/20,1190,7,1,2020-03-17,EU,Europe
Switzerland,46.8182,8.2275,3/17/20,2700,27,4,2020-03-17,EU,Europe
Tanzania,-6.369,34.8888,3/17/20,1,0,0,2020-03-17,AF,Africa
Thailand,15.0,101.0,3/17/20,177,1,41,2020-03-17,AS,Asia
Togo,8.6195,0.8248,3/17/20,1,0,0,2020-03-17,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,3/17/20,5,0,0,2020-03-17,NA,North America
Tunisia,34.0,9.0,3/17/20,24,0,0,2020-03-17,AF,Africa
Turkey,38.9637,35.2433,3/17/20,47,1,0,2020-03-17,AS,Asia
Uganda,1.0,32.0,3/17/20,0,0,0,2020-03-17,AF,Africa
Ukraine,48.3794,31.1656,3/17/20,14,2,0,2020-03-17,EU,Europe
United Arab Emirates,24.0,54.0,3/17/20,98,0,23,2020-03-17,AS,Asia
United Kingdom,32.3078,-64.7505,3/17/20,0,0,0,2020-03-17,EU,Europe
United Kingdom,19.3133,-81.2546,3/17/20,1,1,0,2020-03-17,EU,Europe
United Kingdom,49.3723,-2.3644,3/17/20,6,0,0,2020-03-17,EU,Europe
United Kingdom,36.1408,-5.3536,3/17/20,3,0,1,2020-03-17,EU,Europe
United Kingdom,54.2361,-4.5481,3/17/20,0,0,0,2020-03-17,EU,Europe
United Kingdom,16.7425,-62.1874,3/17/20,0,0,0,2020-03-17,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,3/17/20,1950,81,52,2020-03-17,EU,Europe
Uruguay,-32.5228,-55.7658,3/17/20,50,0,0,2020-03-17,SA,South America
United States,37.0902,-95.7129,3/17/20,6421,133,17,2020-03-17,NA,North America
Uzbekistan,41.3775,64.5853,3/17/20,10,0,0,2020-03-17,AS,Asia
Venezuela,6.4238,-66.5897,3/17/20,33,0,0,2020-03-17,SA,South America
Vietnam,16.0,108.0,3/17/20,66,0,16,2020-03-17,AS,Asia
Zambia,-15.4167,28.2833,3/17/20,0,0,0,2020-03-17,AF,Africa
Zimbabwe,-20.0,30.0,3/17/20,0,0,0,2020-03-17,AF,Africa
Canada,0.0,0.0,3/17/20,0,0,0,2020-03-17,NA,North America
Dominica,15.415,-61.371,3/17/20,0,0,0,2020-03-17,NA,North America
Grenada,12.1165,-61.678999999999995,3/17/20,0,0,0,2020-03-17,NA,North America
Mozambique,-18.665695,35.529562,3/17/20,0,0,0,2020-03-17,AF,Africa
Syria,34.802075,38.996815000000005,3/17/20,0,0,0,2020-03-17,AS,Asia
Timor-Leste,-8.874217,125.727539,3/17/20,0,0,0,2020-03-17,AS,Asia
Belize,13.1939,-59.5432,3/17/20,0,0,0,2020-03-17,NA,North America
Laos,19.856270000000002,102.495496,3/17/20,0,0,0,2020-03-17,AS,Asia
Libya,26.3351,17.228331,3/17/20,0,0,0,2020-03-17,AF,Africa
Palestine,31.9522,35.2332,3/17/20,39,0,0,2020-03-17,AS,Asia
Guinea-Bissau,11.8037,-15.1804,3/17/20,0,0,0,2020-03-17,AF,Africa
Mali,17.570692,-3.9961660000000006,3/17/20,0,0,0,2020-03-17,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,3/17/20,0,0,0,2020-03-17,NA,North America
Canada,64.8255,-124.8457,3/17/20,0,0,0,2020-03-17,NA,North America
Canada,64.2823,-135.0,3/17/20,0,0,0,2020-03-17,NA,North America
Kosovo,42.602636,20.902977,3/17/20,0,0,0,2020-03-17,EU,Europe
Myanmar,21.9162,95.956,3/17/20,0,0,0,2020-03-17,AS,Asia
United Kingdom,18.2206,-63.0686,3/17/20,0,0,0,2020-03-17,EU,Europe
United Kingdom,18.4207,-64.64,3/17/20,0,0,0,2020-03-17,EU,Europe
United Kingdom,21.694000000000003,-71.7979,3/17/20,0,0,0,2020-03-17,EU,Europe
MS Zaandam,0.0,0.0,3/17/20,0,0,0,2020-03-17,EU,Europe
Botswana,-22.3285,24.6849,3/17/20,0,0,0,2020-03-17,AF,Africa
Burundi,-3.3731,29.9189,3/17/20,0,0,0,2020-03-17,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,3/17/20,0,0,0,2020-03-17,AF,Africa
Malawi,-13.254307999999998,34.301525,3/17/20,0,0,0,2020-03-17,AF,Africa
United Kingdom,-51.7963,-59.5236,3/17/20,0,0,0,2020-03-17,EU,Europe
France,46.8852,-56.3159,3/17/20,0,0,0,2020-03-17,EU,Europe
South Sudan,6.877000000000001,31.307,3/17/20,0,0,0,2020-03-17,AF,Africa
Western Sahara,24.2155,-12.8858,3/17/20,0,0,0,2020-03-17,AS,Asia
Sao Tome and Principe,0.18636,6.613081,3/17/20,0,0,0,2020-03-17,AF,Africa
Yemen,15.552726999999999,48.516388,3/17/20,0,0,0,2020-03-17,AS,Asia
Comoros,-11.6455,43.3333,3/17/20,0,0,0,2020-03-17,AF,Africa
Tajikistan,38.861034000000004,71.276093,3/17/20,0,0,0,2020-03-17,AS,Asia
Lesotho,-29.609988,28.233608,3/17/20,0,0,0,2020-03-17,AF,Africa
Afghanistan,33.0,65.0,3/18/20,22,0,1,2020-03-18,AS,Asia
Albania,41.1533,20.1683,3/18/20,59,2,0,2020-03-18,EU,Europe
Algeria,28.0339,1.6596,3/18/20,74,7,12,2020-03-18,AF,Africa
Andorra,42.5063,1.5218,3/18/20,39,0,1,2020-03-18,EU,Europe
Angola,-11.2027,17.8739,3/18/20,0,0,0,2020-03-18,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,3/18/20,1,0,0,2020-03-18,NA,North America
Argentina,-38.4161,-63.6167,3/18/20,79,2,3,2020-03-18,SA,South America
Armenia,40.0691,45.0382,3/18/20,84,0,1,2020-03-18,AS,Asia
Australia,-35.4735,149.0124,3/18/20,3,0,0,2020-03-18,OC,Oceania
Australia,-33.8688,151.2093,3/18/20,267,5,4,2020-03-18,OC,Oceania
Australia,-12.4634,130.8456,3/18/20,1,0,0,2020-03-18,OC,Oceania
Australia,-28.0167,153.4,3/18/20,94,0,8,2020-03-18,OC,Oceania
Australia,-34.9285,138.6007,3/18/20,37,0,3,2020-03-18,OC,Oceania
Australia,-41.4545,145.9707,3/18/20,10,0,0,2020-03-18,OC,Oceania
Australia,-37.8136,144.9631,3/18/20,121,0,8,2020-03-18,OC,Oceania
Australia,-31.9505,115.8605,3/18/20,35,1,0,2020-03-18,OC,Oceania
Australia,47.5162,14.5501,3/18/20,1646,4,9,2020-03-18,OC,Oceania
Azerbaijan,40.1431,47.5769,3/18/20,28,1,6,2020-03-18,AS,Asia
Bahamas,25.0343,-77.3963,3/18/20,1,0,0,2020-03-18,NA,North America
Bahrain,26.0275,50.55,3/18/20,256,1,88,2020-03-18,AS,Asia
Bangladesh,23.685,90.3563,3/18/20,14,1,3,2020-03-18,AS,Asia
Barbados,13.1939,-59.5432,3/18/20,2,0,0,2020-03-18,NA,North America
United States,53.7098,27.9534,3/18/20,51,0,5,2020-03-18,NA,North America
Belgium,50.8333,4.0,3/18/20,1486,14,31,2020-03-18,EU,Europe
Benin,9.3077,2.3158,3/18/20,2,0,0,2020-03-18,AF,Africa
Bhutan,27.5142,90.4336,3/18/20,1,0,0,2020-03-18,AS,Asia
Bolivia,-16.2902,-63.5887,3/18/20,12,0,0,2020-03-18,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,3/18/20,38,0,2,2020-03-18,EU,Europe
Brazil,-14.235,-51.9253,3/18/20,372,3,2,2020-03-18,SA,South America
Brunei,4.5353,114.7277,3/18/20,68,0,0,2020-03-18,AS,Asia
Bulgaria,42.7339,25.4858,3/18/20,92,2,0,2020-03-18,EU,Europe
Burkina Faso,12.2383,-1.5616,3/18/20,20,1,0,2020-03-18,AF,Africa
Cabo Verde,16.5388,-23.0418,3/18/20,0,0,0,2020-03-18,AF,Africa
Cambodia,11.55,104.9167,3/18/20,35,0,1,2020-03-18,AS,Asia
Cameroon,3.8480000000000003,11.5021,3/18/20,10,0,0,2020-03-18,AF,Africa
Canada,53.9333,-116.5765,3/18/20,97,0,0,2020-03-18,NA,North America
Canada,49.2827,-123.1207,3/18/20,186,7,0,2020-03-18,NA,North America
Canada,37.6489,-122.6655,3/18/20,9,0,0,2020-03-18,NA,North America
Canada,53.7609,-98.8139,3/18/20,15,0,0,2020-03-18,NA,North America
Canada,46.5653,-66.4619,3/18/20,11,0,0,2020-03-18,NA,North America
Canada,53.1355,-57.6604,3/18/20,3,0,0,2020-03-18,NA,North America
Canada,44.681999999999995,-63.7443,3/18/20,12,0,0,2020-03-18,NA,North America
Canada,51.2538,-85.3232,3/18/20,221,1,0,2020-03-18,NA,North America
Canada,46.5107,-63.4168,3/18/20,1,0,0,2020-03-18,NA,North America
Canada,52.9399,-73.5491,3/18/20,94,0,0,2020-03-18,NA,North America
Canada,52.9399,-106.4509,3/18/20,8,0,0,2020-03-18,NA,North America
Central African Republic,6.6111,20.9394,3/18/20,1,0,0,2020-03-18,AF,Africa
Chad,15.4542,18.7322,3/18/20,0,0,0,2020-03-18,AF,Africa
Chile,-35.6751,-71.543,3/18/20,238,0,0,2020-03-18,SA,South America
China,31.8257,117.2264,3/18/20,990,6,984,2020-03-18,AS,Asia
China,40.1824,116.4142,3/18/20,469,8,378,2020-03-18,AS,Asia
China,30.0572,107.874,3/18/20,576,6,570,2020-03-18,AS,Asia
China,26.0789,117.9874,3/18/20,296,1,295,2020-03-18,AS,Asia
China,37.8099,101.0583,3/18/20,133,2,91,2020-03-18,AS,Asia
China,23.3417,113.4244,3/18/20,1370,8,1313,2020-03-18,AS,Asia
China,23.8298,108.7881,3/18/20,253,2,250,2020-03-18,AS,Asia
China,26.8154,106.8748,3/18/20,146,2,144,2020-03-18,AS,Asia
China,19.1959,109.7453,3/18/20,168,6,161,2020-03-18,AS,Asia
China,39.549,116.1306,3/18/20,318,6,310,2020-03-18,AS,Asia
China,47.861999999999995,127.7615,3/18/20,482,13,459,2020-03-18,AS,Asia
China,33.882,113.61399999999999,3/18/20,1273,22,1250,2020-03-18,AS,Asia
China,22.3,114.2,3/18/20,181,4,92,2020-03-18,AS,Asia
China,30.9756,112.2707,3/18/20,67800,3122,56927,2020-03-18,AS,Asia
China,27.6104,111.7088,3/18/20,1018,4,1014,2020-03-18,AS,Asia
China,44.0935,113.9448,3/18/20,75,1,73,2020-03-18,AS,Asia
China,32.9711,119.455,3/18/20,631,0,631,2020-03-18,AS,Asia
China,27.614,115.7221,3/18/20,935,1,934,2020-03-18,AS,Asia
China,43.6661,126.1923,3/18/20,93,1,92,2020-03-18,AS,Asia
China,41.2956,122.6085,3/18/20,125,1,122,2020-03-18,AS,Asia
China,22.1667,113.55,3/18/20,15,0,10,2020-03-18,AS,Asia
China,37.2692,106.1655,3/18/20,75,0,75,2020-03-18,AS,Asia
China,35.7452,95.9956,3/18/20,18,0,18,2020-03-18,AS,Asia
China,35.1917,108.8701,3/18/20,246,3,237,2020-03-18,AS,Asia
China,36.3427,118.1498,3/18/20,761,7,746,2020-03-18,AS,Asia
China,31.201999999999998,121.4491,3/18/20,361,3,326,2020-03-18,AS,Asia
China,37.5777,112.2922,3/18/20,133,0,133,2020-03-18,AS,Asia
China,30.6171,102.7103,3/18/20,540,3,525,2020-03-18,AS,Asia
China,39.3054,117.323,3/18/20,136,3,133,2020-03-18,AS,Asia
China,31.6927,88.0924,3/18/20,1,0,1,2020-03-18,AS,Asia
China,41.1129,85.2401,3/18/20,76,3,73,2020-03-18,AS,Asia
China,24.974,101.48700000000001,3/18/20,176,2,172,2020-03-18,AS,Asia
China,29.1832,120.0934,3/18/20,1232,1,1216,2020-03-18,AS,Asia
Colombia,4.5709,-74.2973,3/18/20,93,0,1,2020-03-18,SA,South America
Costa Rica,9.7489,-83.7534,3/18/20,50,0,0,2020-03-18,NA,North America
Croatia,45.1,15.2,3/18/20,81,0,4,2020-03-18,EU,Europe
Cuba,22.0,-80.0,3/18/20,7,1,0,2020-03-18,NA,North America
United States,35.1264,33.4299,3/18/20,49,0,0,2020-03-18,NA,North America
Czechia,49.8175,15.472999999999999,3/18/20,464,0,3,2020-03-18,EU,Europe
Denmark,61.8926,-6.9118,3/18/20,58,0,0,2020-03-18,EU,Europe
Denmark,71.7069,-42.6043,3/18/20,1,0,0,2020-03-18,EU,Europe
Denmark,56.2639,9.5018,3/18/20,1057,4,1,2020-03-18,EU,Europe
Djibouti,11.8251,42.5903,3/18/20,1,0,0,2020-03-18,AF,Africa
Dominican Republic,18.7357,-70.1627,3/18/20,21,1,0,2020-03-18,NA,North America
Ecuador,-1.8312,-78.1834,3/18/20,111,2,0,2020-03-18,SA,South America
Egypt,26.0,30.0,3/18/20,196,6,32,2020-03-18,AF,Africa
El Salvador,13.7942,-88.8965,3/18/20,0,0,0,2020-03-18,NA,North America
Equatorial Guinea,1.5,10.0,3/18/20,4,0,0,2020-03-18,AF,Africa
Eritrea,15.1794,39.7823,3/18/20,0,0,0,2020-03-18,AF,Africa
Estonia,58.5953,25.0136,3/18/20,258,0,1,2020-03-18,EU,Europe
Eswatini,-26.5225,31.4659,3/18/20,1,0,0,2020-03-18,AF,Africa
Ethiopia,9.145,40.4897,3/18/20,6,0,0,2020-03-18,AF,Africa
Fiji,-17.7134,178.065,3/18/20,0,0,0,2020-03-18,OC,Oceania
Finland,64.0,26.0,3/18/20,336,0,10,2020-03-18,EU,Europe
France,3.9339,-53.1258,3/18/20,11,0,0,2020-03-18,EU,Europe
France,-17.6797,149.4068,3/18/20,3,0,0,2020-03-18,EU,Europe
France,16.25,-61.5833,3/18/20,27,0,0,2020-03-18,EU,Europe
France,-12.8275,45.1662,3/18/20,3,0,0,2020-03-18,EU,Europe
France,-20.9043,165.618,3/18/20,0,0,0,2020-03-18,EU,Europe
France,-21.1351,55.2471,3/18/20,12,0,0,2020-03-18,EU,Europe
France,17.9,-62.8333,3/18/20,3,0,0,2020-03-18,EU,Europe
France,18.0708,-63.0501,3/18/20,3,0,0,2020-03-18,EU,Europe
France,14.6415,-61.0242,3/18/20,19,1,0,2020-03-18,EU,Europe
France,46.2276,2.2137,3/18/20,9043,148,12,2020-03-18,EU,Europe
Gabon,-0.8037,11.6094,3/18/20,1,0,0,2020-03-18,AF,Africa
Gambia,13.4432,-15.3101,3/18/20,1,0,0,2020-03-18,AF,Africa
Georgia,42.3154,43.3569,3/18/20,38,0,1,2020-03-18,AS,Asia
Germany,51.0,9.0,3/18/20,12327,28,105,2020-03-18,EU,Europe
Ghana,7.9465,-1.0232,3/18/20,7,0,0,2020-03-18,AF,Africa
Greece,39.0742,21.8243,3/18/20,418,5,8,2020-03-18,EU,Europe
Guatemala,15.7835,-90.2308,3/18/20,6,1,0,2020-03-18,NA,North America
Guinea,9.9456,-9.6966,3/18/20,1,0,0,2020-03-18,AF,Africa
Guyana,5.0,-58.75,3/18/20,7,1,0,2020-03-18,SA,South America
Haiti,18.9712,-72.2852,3/18/20,0,0,0,2020-03-18,NA,North America
Honduras,15.2,-86.2419,3/18/20,9,0,0,2020-03-18,NA,North America
Hungary,47.1625,19.5033,3/18/20,58,1,2,2020-03-18,EU,Europe
Iceland,64.9631,-19.0208,3/18/20,250,1,5,2020-03-18,EU,Europe
India,21.0,78.0,3/18/20,156,3,14,2020-03-18,AS,Asia
Indonesia,-0.7893,113.9213,3/18/20,227,19,11,2020-03-18,AS,Asia
Iran,32.0,53.0,3/18/20,17361,1135,5389,2020-03-18,AS,Asia
Iraq,33.0,44.0,3/18/20,164,12,43,2020-03-18,AS,Asia
Ireland,53.1424,-7.6921,3/18/20,292,2,5,2020-03-18,EU,Europe
Israel,31.0,35.0,3/18/20,304,0,11,2020-03-18,AS,Asia
Italy,43.0,12.0,3/18/20,35713,2978,4025,2020-03-18,EU,Europe
Jamaica,18.1096,-77.2975,3/18/20,13,0,2,2020-03-18,NA,North America
Japan,36.0,138.0,3/18/20,889,29,144,2020-03-18,AS,Asia
Jordan,31.24,36.51,3/18/20,52,0,1,2020-03-18,AS,Asia
Kazakhstan,48.0196,66.9237,3/18/20,35,0,0,2020-03-18,AS,Asia
Kenya,-0.0236,37.9062,3/18/20,3,0,0,2020-03-18,AF,Africa
South Korea,36.0,128.0,3/18/20,8413,84,1540,2020-03-18,AS,Asia
Kuwait,29.5,47.75,3/18/20,142,0,15,2020-03-18,AS,Asia
Kyrgyzstan,41.2044,74.7661,3/18/20,3,0,0,2020-03-18,AS,Asia
Latvia,56.8796,24.6032,3/18/20,71,0,1,2020-03-18,EU,Europe
Lebanon,33.8547,35.8623,3/18/20,133,3,3,2020-03-18,AS,Asia
Liberia,6.4281,-9.4295,3/18/20,2,0,0,2020-03-18,AF,Africa
Liechtenstein,47.14,9.55,3/18/20,28,0,0,2020-03-18,EU,Europe
Lithuania,55.1694,23.8813,3/18/20,27,0,1,2020-03-18,EU,Europe
Luxembourg,49.8153,6.1296,3/18/20,203,2,0,2020-03-18,EU,Europe
Madagascar,-18.7669,46.8691,3/18/20,0,0,0,2020-03-18,AF,Africa
Malaysia,2.5,112.5,3/18/20,790,2,60,2020-03-18,AS,Asia
Maldives,3.2028,73.2207,3/18/20,13,0,0,2020-03-18,AS,Asia
Malta,35.9375,14.3754,3/18/20,38,0,2,2020-03-18,EU,Europe
Mauritania,21.0079,10.9408,3/18/20,1,0,0,2020-03-18,AF,Africa
Mauritius,-20.2,57.5,3/18/20,3,0,0,2020-03-18,AF,Africa
Mexico,23.6345,-102.5528,3/18/20,118,0,4,2020-03-18,NA,North America
Moldova,47.4116,28.3699,3/18/20,30,1,1,2020-03-18,EU,Europe
Monaco,43.7333,7.4167,3/18/20,7,0,0,2020-03-18,EU,Europe
Mongolia,46.8625,103.8467,3/18/20,6,0,0,2020-03-18,AS,Asia
Montenegro,42.5,19.3,3/18/20,2,0,0,2020-03-18,EU,Europe
Morocco,31.7917,-7.0926,3/18/20,49,2,1,2020-03-18,AF,Africa
Namibia,-22.9576,18.4904,3/18/20,2,0,0,2020-03-18,AF,Africa
Nepal,28.1667,84.25,3/18/20,1,0,1,2020-03-18,AS,Asia
Netherlands,12.5186,-70.0358,3/18/20,4,0,0,2020-03-18,EU,Europe
Netherlands,12.1696,-68.99,3/18/20,3,0,0,2020-03-18,EU,Europe
Netherlands,18.0425,-63.0548,3/18/20,0,0,0,2020-03-18,EU,Europe
Netherlands,52.1326,5.2913,3/18/20,2051,58,2,2020-03-18,EU,Europe
New Zealand,-40.9006,174.886,3/18/20,20,0,0,2020-03-18,OC,Oceania
Nicaragua,12.8654,-85.2072,3/18/20,0,0,0,2020-03-18,NA,North America
Niger,17.6078,8.0817,3/18/20,0,0,0,2020-03-18,AF,Africa
Nigeria,9.082,8.6753,3/18/20,8,0,1,2020-03-18,AF,Africa
North Macedonia,41.6086,21.7453,3/18/20,35,0,1,2020-03-18,EU,Europe
Norway,60.472,8.4689,3/18/20,1550,6,1,2020-03-18,EU,Europe
Oman,21.0,57.0,3/18/20,39,0,12,2020-03-18,AS,Asia
Pakistan,30.3753,69.3451,3/18/20,299,0,2,2020-03-18,AS,Asia
Panama,8.538,-80.7821,3/18/20,86,1,0,2020-03-18,NA,North America
Papua New Guinea,-6.315,143.9555,3/18/20,0,0,0,2020-03-18,OC,Oceania
Paraguay,-23.4425,-58.4438,3/18/20,11,0,0,2020-03-18,SA,South America
Peru,-9.19,-75.0152,3/18/20,145,0,1,2020-03-18,SA,South America
Philippines,13.0,122.0,3/18/20,202,19,5,2020-03-18,AS,Asia
Poland,51.9194,19.1451,3/18/20,251,5,13,2020-03-18,EU,Europe
Portugal,39.3999,-8.2245,3/18/20,448,2,3,2020-03-18,EU,Europe
Qatar,25.3548,51.1839,3/18/20,452,0,4,2020-03-18,AS,Asia
Romania,45.9432,24.9668,3/18/20,260,0,19,2020-03-18,EU,Europe
Russia,60.0,90.0,3/18/20,147,0,8,2020-03-18,EU,Europe
Rwanda,-1.9403,29.8739,3/18/20,8,0,0,2020-03-18,AF,Africa
Saint Lucia,13.9094,-60.9789,3/18/20,2,0,0,2020-03-18,NA,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,3/18/20,1,0,0,2020-03-18,NA,North America
San Marino,43.9424,12.4578,3/18/20,119,11,4,2020-03-18,EU,Europe
Saudi Arabia,24.0,45.0,3/18/20,171,0,6,2020-03-18,AS,Asia
Senegal,14.4974,-14.4524,3/18/20,31,0,2,2020-03-18,AF,Africa
Serbia,44.0165,21.0059,3/18/20,83,0,1,2020-03-18,EU,Europe
Seychelles,-4.6796,55.492,3/18/20,4,0,0,2020-03-18,AF,Africa
Singapore,1.2833,103.8333,3/18/20,313,0,114,2020-03-18,AS,Asia
Slovakia,48.669,19.699,3/18/20,105,1,0,2020-03-18,EU,Europe
Slovenia,46.1512,14.9955,3/18/20,275,1,0,2020-03-18,EU,Europe
Somalia,5.1521,46.1996,3/18/20,1,0,0,2020-03-18,AF,Africa
South Africa,-30.5595,22.9375,3/18/20,116,0,0,2020-03-18,AF,Africa
Spain,40.0,-4.0,3/18/20,13910,623,1081,2020-03-18,EU,Europe
Sri Lanka,7.0,81.0,3/18/20,51,0,1,2020-03-18,AS,Asia
Sudan,12.8628,30.2176,3/18/20,2,1,0,2020-03-18,AF,Africa
Suriname,3.9193,-56.0278,3/18/20,1,0,0,2020-03-18,SA,South America
Sweden,63.0,16.0,3/18/20,1279,10,1,2020-03-18,EU,Europe
Switzerland,46.8182,8.2275,3/18/20,3028,28,15,2020-03-18,EU,Europe
Tanzania,-6.369,34.8888,3/18/20,3,0,0,2020-03-18,AF,Africa
Thailand,15.0,101.0,3/18/20,212,1,42,2020-03-18,AS,Asia
Togo,8.6195,0.8248,3/18/20,1,0,0,2020-03-18,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,3/18/20,7,0,0,2020-03-18,NA,North America
Tunisia,34.0,9.0,3/18/20,29,0,0,2020-03-18,AF,Africa
Turkey,38.9637,35.2433,3/18/20,98,1,0,2020-03-18,AS,Asia
Uganda,1.0,32.0,3/18/20,0,0,0,2020-03-18,AF,Africa
Ukraine,48.3794,31.1656,3/18/20,14,2,0,2020-03-18,EU,Europe
United Arab Emirates,24.0,54.0,3/18/20,113,0,26,2020-03-18,AS,Asia
United Kingdom,32.3078,-64.7505,3/18/20,0,0,0,2020-03-18,EU,Europe
United Kingdom,19.3133,-81.2546,3/18/20,1,1,0,2020-03-18,EU,Europe
United Kingdom,49.3723,-2.3644,3/18/20,6,0,0,2020-03-18,EU,Europe
United Kingdom,36.1408,-5.3536,3/18/20,8,0,2,2020-03-18,EU,Europe
United Kingdom,54.2361,-4.5481,3/18/20,0,0,0,2020-03-18,EU,Europe
United Kingdom,16.7425,-62.1874,3/18/20,1,0,0,2020-03-18,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,3/18/20,2626,115,65,2020-03-18,EU,Europe
Uruguay,-32.5228,-55.7658,3/18/20,79,0,0,2020-03-18,SA,South America
United States,37.0902,-95.7129,3/18/20,7783,164,105,2020-03-18,NA,North America
Uzbekistan,41.3775,64.5853,3/18/20,15,0,0,2020-03-18,AS,Asia
Venezuela,6.4238,-66.5897,3/18/20,36,0,0,2020-03-18,SA,South America
